Subject	Meta-Relation	Object
NELL:citytelevisionstation	rdfs:domain	NELL:city
NELL:inverseofautomobilemakerdealersincity	rdfs:domain	NELL:city
NELL:cityradiostation	rdfs:domain	NELL:city
NELL:countryhascompanyoffice	rdfs:domain	NELL:country
NELL:inverseofbankbankincountry	rdfs:domain	NELL:country
NELL:inverseofautomobilemakerdealersincountry	rdfs:domain	NELL:country
NELL:stadiumhometoleague	rdfs:domain	NELL:stadiumoreventvenue
NELL:stadiumhometoathlete	rdfs:domain	NELL:stadiumoreventvenue
NELL:locationrepresentedbypolitician	rdfs:domain	NELL:location
NELL:inverseofriveremptiesintoriver	rdfs:domain	NELL:river
NELL:locationofevent	rdfs:domain	NELL:location
NELL:buildinghostsmeetingeventtitle	rdfs:domain	NELL:building
NELL:officebuildingroomhostsmeetingeventtitle	rdfs:domain	NELL:officebuildingroom
NELL:locationofitemexistence	rdfs:domain	NELL:location
NELL:inverseofvegetableisproducedatcountry	rdfs:domain	NELL:country
NELL:inverseofweaponmadeincountry	rdfs:domain	NELL:country
NELL:inverseofagriculturalproductcamefromcountry	rdfs:domain	NELL:country
NELL:countryproducesproduct	rdfs:domain	NELL:country
NELL:inverseofagriculturalproductgrowinginstateorprovince	rdfs:domain	NELL:stateorprovince
NELL:farmproducesagriculturalproduct	rdfs:domain	NELL:farm
NELL:inverseofvegetableproductioninstateorprovince	rdfs:domain	NELL:stateorprovince
NELL:roomcancontainitem	rdfs:domain	NELL:room
NELL:roomcancontainfurniture	rdfs:domain	NELL:room
NELL:locationcontainslocation	rdfs:domain	NELL:location
NELL:inverseofhotelwasbuiltatfarm	rdfs:domain	NELL:farm
NELL:skyscrapercontainsrestaurant	rdfs:domain	NELL:skyscraper
NELL:buildinghasofficebuildingroom	rdfs:domain	NELL:building
NELL:geopoliticallocationcontainscountry	rdfs:domain	NELL:geopoliticallocation
NELL:geopoliticallocationcontainscity	rdfs:domain	NELL:geopoliticallocation
NELL:statecontainscity	rdfs:domain	NELL:stateorprovince
NELL:countrycities	rdfs:domain	NELL:country
NELL:cityattractions	rdfs:domain	NELL:city
NELL:cityhostsattraction	rdfs:domain	NELL:city
NELL:cityparks	rdfs:domain	NELL:city
NELL:cityhastransportation	rdfs:domain	NELL:city
NELL:citymuseums	rdfs:domain	NELL:city
NELL:cityaquariums	rdfs:domain	NELL:city
NELL:cityzoos	rdfs:domain	NELL:city
NELL:cityhasstreet	rdfs:domain	NELL:city
NELL:statehaslake	rdfs:domain	NELL:stateorprovince
NELL:statecontainsfarm	rdfs:domain	NELL:stateorprovince
NELL:geopoliticallocationcontainsstate	rdfs:domain	NELL:geopoliticallocation
NELL:countrystates	rdfs:domain	NELL:country
NELL:citycontainsbuilding	rdfs:domain	NELL:city
NELL:cityrestaurants	rdfs:domain	NELL:city
NELL:cityhasshoppingmall	rdfs:domain	NELL:city
NELL:cityhasairport	rdfs:domain	NELL:city
NELL:cityhashospital	rdfs:domain	NELL:city
NELL:cityhotels	rdfs:domain	NELL:city
NELL:statehasmountain	rdfs:domain	NELL:stateorprovince
NELL:countrycontainsfarm	rdfs:domain	NELL:country
NELL:cityhastrainstation	rdfs:domain	NELL:city
NELL:actorofprotest	rdfs:domain	NELL:person
NELL:competitorofproductlaunch	rdfs:domain	NELL:product
NELL:inverseofprofessionactsatthesameareaofpoliticissue	rdfs:domain	NELL:profession
NELL:prodctlaunchingproductcompetitor	rdfs:domain	NELL:productlaunchevent
NELL:inverseofagriculturalproductcookedwithagricultureproduct	rdfs:domain	NELL:agriculturalproduct
NELL:inverseofsportschoolincountry	rdfs:domain	NELL:country
NELL:inverseofpoliticianuswenttoschool	rdfs:domain	NELL:school
NELL:inverseoffoodcancausedisease	rdfs:domain	NELL:disease
NELL:inverseofinvertebrateturnintoinsect	rdfs:domain	NELL:insect
NELL:animaldevelopdisease	rdfs:domain	NELL:animal
NELL:victiminprotest	rdfs:domain	NELL:person
NELL:epicenterofearthquake	rdfs:domain	NELL:geolocatablething
NELL:inverseofawardtrophytournamentisthechampionshipgameofthenationalsport	rdfs:domain	NELL:sport
NELL:producttypeofproductlaunch	rdfs:domain	NELL:product
NELL:damagedinprotest	rdfs:domain	NELL:geolocatablething
NELL:itemusedwithitem	rdfs:domain	NELL:item
NELL:vegetablecanbeservedwithgrain	rdfs:domain	NELL:vegetable
NELL:inverseofvegetablecanbeservedwithgrain	rdfs:domain	NELL:grain
NELL:clothingtogowithclothing	rdfs:domain	NELL:clothing
NELL:inverseofbakedgoodservedwithbeverage	rdfs:domain	NELL:beverage
NELL:bakedgoodservedwithbeverage	rdfs:domain	NELL:bakedgood
NELL:victiminroadaccident	rdfs:domain	NELL:person
NELL:inverseofstadiumoreventvenuedisclosescompany	rdfs:domain	NELL:company
NELL:languageofcountry	rdfs:domain	NELL:language
NELL:createdbyagent	rdfs:domain	NELL:everypromotedthing
NELL:organizationcreatedbyperson	rdfs:domain	NELL:organization
NELL:eventcausedbyagent	rdfs:domain	NELL:event
NELL:typeproducedby	rdfs:domain	NELL:item
NELL:producedby	rdfs:domain	NELL:product
NELL:automodelproducedbymaker	rdfs:domain	NELL:automobilemodel
NELL:mlsoftwareauthor	rdfs:domain	NELL:mlsoftware
NELL:latitudelongitude	rdfs:domain	NELL:everypromotedthing
NELL:roadaccidentcomentedby	rdfs:domain	NELL:roadaccidentevent
NELL:citylanguage	rdfs:domain	NELL:city
NELL:inverseofmusicalartisthadapetanimal	rdfs:domain	NELL:animal
NELL:inverseoffishservedwithfood	rdfs:domain	NELL:food
NELL:thinghascolor	rdfs:domain	NELL:visualizablething
NELL:invertebratehascolor	rdfs:domain	NELL:invertebrate
NELL:bombingtarget	rdfs:domain	NELL:bombingevent
NELL:inverseofarthropodlooklikeinsect	rdfs:domain	NELL:insect
NELL:politicsbillsponsoredbypolitician	rdfs:domain	NELL:politicsbill
NELL:politicsbillsponsoredbypoliticianus	rdfs:domain	NELL:politicsbill
NELL:sportsteampositionforsport	rdfs:domain	NELL:sportsteamposition
NELL:inverseofastronautwasonamissionwithastronaut	rdfs:domain	NELL:astronaut
NELL:damagedinearthquake	rdfs:domain	NELL:geolocatablething
NELL:attractionmadeofbuildingmaterial	rdfs:domain	NELL:attraction
NELL:objectcontainsobject	rdfs:domain	NELL:visualizableobject
NELL:academicprogramatuniversity	rdfs:domain	NELL:academicfield
NELL:bombinginjuried	rdfs:domain	NELL:bombingevent
NELL:predecessorofproductlaunch	rdfs:domain	NELL:product
NELL:specializationof	rdfs:domain	NELL:everypromotedthing
NELL:crustaceanisatypeofarthropod	rdfs:domain	NELL:arthropod
NELL:inverseoftoolssuchastools	rdfs:domain	NELL:tool
NELL:inverseofcountriessuchascountries	rdfs:domain	NELL:country
NELL:inverseofvideogamessuchasvideogames	rdfs:domain	NELL:videogame
NELL:inverseofprofessionssuchasprofessions	rdfs:domain	NELL:profession
NELL:inverseofreligionssuchasreligions	rdfs:domain	NELL:religion
NELL:inverseofconferencessuchasconferences	rdfs:domain	NELL:conference
NELL:inverseofmoviessuchasmovies	rdfs:domain	NELL:movie
NELL:inverseofmusicgenressuchasmusicgenres	rdfs:domain	NELL:musicgenre
NELL:inverseofcriminalssuchascriminals	rdfs:domain	NELL:criminal
NELL:inverseofmusicfestivalssuchasmusicfestivals	rdfs:domain	NELL:musicfestival
NELL:inverseofweaponssuchasweapons	rdfs:domain	NELL:weapon
NELL:inverseoftelevisionshowssuchastelevisionshows	rdfs:domain	NELL:televisionshow
NELL:inverseofanimalssuchasmammals	rdfs:domain	NELL:mammal
NELL:inverseofhobbiessuchashobbies	rdfs:domain	NELL:hobby
NELL:inverseofarchaeasuchasarchaea	rdfs:domain	NELL:archaea
NELL:inverseofamphibiansuchasamphibian	rdfs:domain	NELL:amphibian
NELL:inverseofaquariumsuchasaquarium	rdfs:domain	NELL:aquarium
NELL:inverseofbooksuchasbook	rdfs:domain	NELL:book
NELL:inverseofplantincludeplant	rdfs:domain	NELL:plant
NELL:inverseofarchitectssuchasarchitects	rdfs:domain	NELL:architect
NELL:inverseofastronautsuchasastronaut	rdfs:domain	NELL:astronaut
NELL:inverseofactorsuchasactor	rdfs:domain	NELL:actor
NELL:professionistypeofprofession	rdfs:domain	NELL:profession
NELL:inverseofmammalsuchasmammal	rdfs:domain	NELL:mammal
NELL:inverseofacademicfieldsuchasacademicfield	rdfs:domain	NELL:academicfield
NELL:productinstanceof	rdfs:domain	NELL:product
NELL:inverseofarachnidssuchasarachnides	rdfs:domain	NELL:arachnid
NELL:vehicleistypeofvehicle	rdfs:domain	NELL:vehicle
NELL:inverseofathletesuchasathlete	rdfs:domain	NELL:athlete
NELL:inverseoftouristattraction	rdfs:domain	NELL:attraction
NELL:chemicalistypeofchemical	rdfs:domain	NELL:chemical
NELL:animalistypeofanimal	rdfs:domain	NELL:animal
NELL:arthropodandotherarthropod	rdfs:domain	NELL:arthropod
NELL:inverseofanimalsuchasfish	rdfs:domain	NELL:fish
NELL:inverseofanimalsuchasinvertebrate	rdfs:domain	NELL:invertebrate
NELL:inverseofanimalsuchasinsect	rdfs:domain	NELL:insect
NELL:inverseofanimalsuchasmollusk	rdfs:domain	NELL:mollusk
NELL:inverseofarterysuchasartery	rdfs:domain	NELL:artery
NELL:inverseofautomobileenginesuchasautomobileengine	rdfs:domain	NELL:automobileengine
NELL:inverseofagriculturalproductincludingagriculturalproduct	rdfs:domain	NELL:agriculturalproduct
NELL:inversoofairportsuchasairport	rdfs:domain	NELL:airport
NELL:inverseofcelebritysuchascelebrity	rdfs:domain	NELL:celebrity
NELL:productbeinglauched	rdfs:domain	NELL:productlaunchevent
NELL:sportsportsgameexample	rdfs:domain	NELL:sport
NELL:numberofinjuredinearthquake	rdfs:domain	NELL:nonneginteger
NELL:visualartistartmovement	rdfs:domain	NELL:visualartist
NELL:inverseofplantrepresentemotion	rdfs:domain	NELL:emotion
NELL:personhasethnicity	rdfs:domain	NELL:person
NELL:sportfansincountry	rdfs:domain	NELL:sport
NELL:isshorterthan	rdfs:domain	NELL:everypromotedthing
NELL:injuredinearthquake	rdfs:domain	NELL:victim
NELL:inverseofcompanyproducesvideogamesystem	rdfs:domain	NELL:videogamesystem
NELL:earthquakehadvictim	rdfs:domain	NELL:earthquakeevent
NELL:thinghasshape	rdfs:domain	NELL:visualizablething
NELL:inverseofbuildingfeaturemadefrombuildingmaterial	rdfs:domain	NELL:buildingmaterial
NELL:sportsgamewinnerscore	rdfs:domain	NELL:sportsgame
NELL:eventcausedevent	rdfs:domain	NELL:event
NELL:agentowns	rdfs:domain	NELL:humanagent
NELL:protesthadvictim	rdfs:domain	NELL:protestevent
NELL:productofproductlaunch	rdfs:domain	NELL:product
NELL:inverseofathletebeatathlete	rdfs:domain	NELL:athlete
NELL:dateof	rdfs:domain	NELL:date
NELL:dateoforganzationdissolution	rdfs:domain	NELL:date
NELL:dateoforganizationcreation	rdfs:domain	NELL:date
NELL:dateatwhichexistslocation	rdfs:domain	NELL:date
NELL:yearofmarriage	rdfs:domain	NELL:year
NELL:dateofpersonbirth	rdfs:domain	NELL:dateliteral
NELL:dateevent	rdfs:domain	NELL:dateliteral
NELL:dateofmeetingeventtitle	rdfs:domain	NELL:dateliteral
NELL:dateofsportsgame	rdfs:domain	NELL:dateliteral
NELL:dateofpersondeath	rdfs:domain	NELL:dateliteral
NELL:releasedateexpectedfordrug	rdfs:domain	NELL:date
NELL:dateatwhichexistsitem	rdfs:domain	NELL:date
NELL:agriculturalproductcookedwithagriculturalproduct	rdfs:domain	NELL:agriculturalproduct
NELL:awardtrophytournamentisthechampionshipgameofthenationalsport	rdfs:domain	NELL:awardtrophytournament
NELL:inverseofgrainusedtomakecandy	rdfs:domain	NELL:candy
NELL:venueofproductlaunch	rdfs:domain	NELL:location
NELL:victiminearthquake	rdfs:domain	NELL:victim
NELL:inverseofanimaleatfood	rdfs:domain	NELL:food
NELL:inverseofinsecteatsgrain	rdfs:domain	NELL:grain
NELL:inverseofanimaleatvegetable	rdfs:domain	NELL:vegetable
NELL:inverseofinvertebratefeedonfood	rdfs:domain	NELL:food
NELL:inverseofathletepublishesinblog	rdfs:domain	NELL:blog
NELL:mammalinducesemotion	rdfs:domain	NELL:mammal
NELL:agriculturalproductcontainchemical	rdfs:domain	NELL:agriculturalproduct
NELL:productlauchcompetingcompany	rdfs:domain	NELL:productlaunchevent
NELL:guiltyofroadaccident	rdfs:domain	NELL:person
NELL:inverseofbacteriacancauseillnessfromfood	rdfs:domain	NELL:food
NELL:inverseofbuildingfeaturebuiltabovelak	rdfs:domain	NELL:lake
NELL:ageofperson	rdfs:domain	NELL:nonneginteger
NELL:companyeconomicsector	rdfs:domain	NELL:company
NELL:bombingdamaged	rdfs:domain	NELL:bombingevent
NELL:hotelbuiltatpark	rdfs:domain	NELL:hotel
NELL:politicsbillconcernsissue	rdfs:domain	NELL:politicsbill
NELL:wascollidedin	rdfs:domain	NELL:everypromotedthing
NELL:iteminvolvedwithagent	rdfs:domain	NELL:item
NELL:coffeeservedbycafe	rdfs:domain	NELL:coffeedrink
NELL:instrumentplayedbymusician	rdfs:domain	NELL:musicinstrument
NELL:wineproducedbywinery	rdfs:domain	NELL:wine
NELL:drugworkedonbyagent	rdfs:domain	NELL:drug
NELL:languageofsportsgame	rdfs:domain	NELL:language
NELL:earthquakeeventtime	rdfs:domain	NELL:earthquakeevent
NELL:bombingeventtime	rdfs:domain	NELL:bombingevent
NELL:conceptprerequisiteof	rdfs:domain	NELL:scientificterm
NELL:roadaccidentocurredin	rdfs:domain	NELL:roadaccidentevent
NELL:politicsgroupconcernsissue	rdfs:domain	NELL:politicsgroup
NELL:inverseofbeveragecansoftendisease	rdfs:domain	NELL:disease
NELL:inverseofathleteinjuredhisbodypart	rdfs:domain	NELL:bodypart
NELL:inverseofathletefracturedbone	rdfs:domain	NELL:bone
NELL:sourceofearthquake	rdfs:domain	NELL:everypromotedthing
NELL:magnitudeofearthquaque	rdfs:domain	NELL:everypromotedthing
NELL:bacteriacancauseillnessfromfood	rdfs:domain	NELL:bacteria
NELL:beveragemadefrombeverage	rdfs:domain	NELL:beverage
NELL:agriculturalproductcomingfromvertebrate	rdfs:domain	NELL:agriculturalproduct
NELL:inverseofanimaldevelopdisease	rdfs:domain	NELL:disease
NELL:visualartformartist	rdfs:domain	NELL:visualartform
NELL:victiminbombing	rdfs:domain	NELL:person
NELL:numberofarrestedinbombing	rdfs:domain	NELL:nonneginteger
NELL:bombingkilled	rdfs:domain	NELL:bombingevent
NELL:roadaccidenthadreason	rdfs:domain	NELL:roadaccidentevent
NELL:inverseofclothingmadefromplant	rdfs:domain	NELL:plant
NELL:bombingsecurity	rdfs:domain	NELL:bombingevent
NELL:visualartmovementartist	rdfs:domain	NELL:visualartmovement
NELL:sportschoolincountry	rdfs:domain	NELL:sport
NELL:professionusestool	rdfs:domain	NELL:profession
NELL:agentcontrols	rdfs:domain	NELL:agent
NELL:musicgenreartist	rdfs:domain	NELL:musicgenre
NELL:timeofroadaccident	rdfs:domain	NELL:time
NELL:diseasecausesphysiologicalcondition	rdfs:domain	NELL:disease
NELL:inverseofbirdmayconsumeprotein	rdfs:domain	NELL:protein
NELL:inverseofhotelbuiltatpark	rdfs:domain	NELL:park
NELL:diseasemaybecausedbydrug	rdfs:domain	NELL:disease
NELL:athleteinjuredhisbodypart	rdfs:domain	NELL:athlete
NELL:athletefracturedbone	rdfs:domain	NELL:athlete
NELL:inverseofagriculturalproducttoattractinsect	rdfs:domain	NELL:insect
NELL:languageofcity	rdfs:domain	NELL:language
NELL:clothingmadefromplant	rdfs:domain	NELL:clothing
NELL:earthquakecasualtiesnumber	rdfs:domain	NELL:earthquakeevent
NELL:academicfieldhasperson	rdfs:domain	NELL:academicfield
NELL:toolusedbyprofession	rdfs:domain	NELL:tool
NELL:roadaccidentinjurednumber	rdfs:domain	NELL:roadaccidentevent
NELL:roadaccidenteventtime	rdfs:domain	NELL:roadaccidentevent
NELL:earthquakeinjurednumber	rdfs:domain	NELL:earthquakeevent
NELL:arteryarisesfromartery	rdfs:domain	NELL:artery
NELL:subpartof	rdfs:domain	NELL:everypromotedthing
NELL:publicationpublishedinmagazine	rdfs:domain	NELL:publication
NELL:musclelocatedinbodypart	rdfs:domain	NELL:muscle
NELL:agentparticipatedinevent	rdfs:domain	NELL:agent
NELL:universityledmusicfestival	rdfs:domain	NELL:university
NELL:personspeakingatmeetingeventtitle	rdfs:domain	NELL:person
NELL:personchargedwithcrime	rdfs:domain	NELL:person
NELL:teamingame	rdfs:domain	NELL:sportsteam
NELL:awayteamingame	rdfs:domain	NELL:sportsteam
NELL:winneringame	rdfs:domain	NELL:sportsteam
NELL:hometeamingame	rdfs:domain	NELL:sportsteam
NELL:loseringame	rdfs:domain	NELL:sportsteam
NELL:bodypartwithinbodypart	rdfs:domain	NELL:bodypart
NELL:eventsubeventof	rdfs:domain	NELL:event
NELL:iteminvolvedinevent	rdfs:domain	NELL:item
NELL:jobpositionheldbyperson	rdfs:domain	NELL:jobposition
NELL:securityinbombing	rdfs:domain	NELL:agent
NELL:earthquakehadepicenter	rdfs:domain	NELL:earthquakeevent
NELL:earthquakeocurredin	rdfs:domain	NELL:earthquakeevent
NELL:protesteventtime	rdfs:domain	NELL:protestevent
NELL:objectpartofobject	rdfs:domain	NELL:visualizableobject
NELL:mlareaexpert	rdfs:domain	NELL:mlarea
NELL:athletebeatathlete	rdfs:domain	NELL:athlete
NELL:languageschoolincity	rdfs:domain	NELL:language
NELL:protestcomentedby	rdfs:domain	NELL:protestevent
NELL:creativeworkcontributedtobyagent	rdfs:domain	NELL:creativework
NELL:bookwriter	rdfs:domain	NELL:book
NELL:moviedirectedbydirector	rdfs:domain	NELL:movie
NELL:moviestaractor	rdfs:domain	NELL:movie
NELL:stadiumoreventvenuedisclosescompany	rdfs:domain	NELL:stadiumoreventvenue
NELL:universityhasacademicprogram	rdfs:domain	NELL:university
NELL:musicalartisthadapetanimal	rdfs:domain	NELL:musicartist
NELL:athleteplayssportsteamposition	rdfs:domain	NELL:athlete
NELL:objectfoundinscene	rdfs:domain	NELL:visualizableobject
NELL:foodcancausedisease	rdfs:domain	NELL:food
NELL:invertebrateturnintoinsect	rdfs:domain	NELL:invertebrate
NELL:earthquakedamaged	rdfs:domain	NELL:earthquakeevent
NELL:wineryatfarm	rdfs:domain	NELL:winery
NELL:commentatorofbombing	rdfs:domain	NELL:person
NELL:losingscoreofsportsgame	rdfs:domain	NELL:nonneginteger
NELL:teamplayssport	rdfs:domain	NELL:sportsteam
NELL:inverseofwineryatfarm	rdfs:domain	NELL:farm
NELL:winningscoreofsportsgame	rdfs:domain	NELL:nonneginteger
NELL:weaponusedinprotest	rdfs:domain	NELL:weapon
NELL:protestinjurednumber	rdfs:domain	NELL:protestevent
NELL:languagespokenatisland	rdfs:domain	NELL:language
NELL:fishservedwithfood	rdfs:domain	NELL:fish
NELL:sideeffectcausedbydrug	rdfs:domain	NELL:physiologicalcondition
NELL:inverseofdiseasemaybecausedbydrug	rdfs:domain	NELL:drug
NELL:bombingcommentedby	rdfs:domain	NELL:bombingevent
NELL:coachwontrophy	rdfs:domain	NELL:coach
NELL:bombingarrested	rdfs:domain	NELL:bombingevent
NELL:numberofcasualtiesinroadaccident	rdfs:domain	NELL:nonneginteger
NELL:arterycalledartery	rdfs:domain	NELL:artery
NELL:targetinbombing	rdfs:domain	NELL:everypromotedthing
NELL:numberofinjuredinbombing	rdfs:domain	NELL:nonneginteger
NELL:teamwontrophy	rdfs:domain	NELL:sportsteam
NELL:sportsgamescore	rdfs:domain	NELL:sportsgame
NELL:trophywonbyteam	rdfs:domain	NELL:awardtrophytournament
NELL:inverseofarteryarisesfromartery	rdfs:domain	NELL:artery
NELL:mammalcanbeirritatedbyarthropod	rdfs:domain	NELL:mammal
NELL:commentatorofroadaccident	rdfs:domain	NELL:person
NELL:bakegoodistypicalincountry	rdfs:domain	NELL:bakedgood
NELL:jobpositionusesacademicfield	rdfs:domain	NELL:jobposition
NELL:productlauchpredecessor	rdfs:domain	NELL:productlaunchevent
NELL:timeofprotest	rdfs:domain	NELL:time
NELL:birdmayconsumeprotein	rdfs:domain	NELL:bird
NELL:shapeofobject	rdfs:domain	NELL:geometricshape
NELL:locationofearthquake	rdfs:domain	NELL:location
NELL:protestocurredin	rdfs:domain	NELL:protestevent
NELL:coachcanspeaklanguage	rdfs:domain	NELL:coach
NELL:sporthassportsteamposition	rdfs:domain	NELL:sport
NELL:inverseofagriculturalproductcomingfromvertebrate	rdfs:domain	NELL:vertebrate
NELL:softwareisprogrammedinprogramminglanguage	rdfs:domain	NELL:software
NELL:stateorprovinceattainstrainstation	rdfs:domain	NELL:stateorprovince
NELL:controlledbyagent	rdfs:domain	NELL:everypromotedthing
NELL:inverseofcoachstudiedatuniversity	rdfs:domain	NELL:university
NELL:inverseofmagazineisleadbyceo	rdfs:domain	NELL:ceo
NELL:inverseofbakegoodistypicalincountry	rdfs:domain	NELL:country
NELL:numberofkilledinbombing	rdfs:domain	NELL:nonneginteger
NELL:superpartof	rdfs:domain	NELL:everypromotedthing
NELL:bodypartcontainsmuscle	rdfs:domain	NELL:bodypart
NELL:magazinecontainspublication	rdfs:domain	NELL:magazine
NELL:eventinvolveditem	rdfs:domain	NELL:event
NELL:bodypartcontainsbodypart	rdfs:domain	NELL:bodypart
NELL:eventsupereventof	rdfs:domain	NELL:event
NELL:eventhasparticipantagent	rdfs:domain	NELL:event
NELL:inverseofuniversityledmusicfestival	rdfs:domain	NELL:musicfestival
NELL:meetingeventtitlehasspeakingperson	rdfs:domain	NELL:meetingeventtitle
NELL:crimeorchargeofperson	rdfs:domain	NELL:crimeorcharge
NELL:sportsgameteam	rdfs:domain	NELL:sportsgame
NELL:sportsgameloser	rdfs:domain	NELL:sportsgame
NELL:sportsgamehometeam	rdfs:domain	NELL:sportsgame
NELL:sportsgameawayteam	rdfs:domain	NELL:sportsgame
